Join_Count,TARGET_FID,F_id,F_version,F_created_at,F_updated_at,borocode,boroname,countyfips,nta2020,ntaname,ntaabbrev,ntatype,cdta2020,cdtaname,shape_leng,area_km2,Unique_Key,Created_Date,Closed_Date,Agency,Agency_Name,Problem__formerly_Complaint_Type_,Problem_Detail__formerly_Descriptor_,Additional_Details,Location_Type,Incident_Zip,Incident_Address,Street_Name,Cross_Street_1,Cross_Street_2,Intersection_Street_1,Intersection_Street_2,Address_Type,City,Landmark,Facility_Type,Status,Due_Date,Resolution_Description,Resolution_Action_Updated_Date,Community_Board,Council_District,Police_Precinct,BBL,Borough,X_Coordinate__State_Plane_,Y_Coordinate__State_Plane_,Open_Data_Channel_Type,Park_Facility_Name,Park_Borough,Vehicle_Type,Taxi_Company_Borough,Taxi_Pick_Up_Location,Bridge_Highway_Name,Bridge_Highway_Direction,Road_Ramp,Bridge_Highway_Segment,Latitude,Longitude,Location,Shape_Length,Shape_Area
1607,53,row-26t7~9eke-4q3j,rv-nhq4_7f65_3zd6,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1601,Ocean Hill,OcnHl,0,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),22493.7143049,1.866402265045356,67987050,02/13/2026 06:47:00 PM,02/13/2026 03:48:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),SA,RESIDENTIAL BUILDING,11233,1686 PARK PLACE,PARK PLACE,RALPH AVE,HOWARD AVE,THOMAS BOYLAND STREET,PARK PLACE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,16 BROOKLYN,41,Precinct 73,3014660018,BROOKLYN,1006057,184056,PHONE,Unspecified,BROOKLYN,,,,,,,,40.671841091369998,-73.921387294569996,POINT (-73.921387294567 40.671841091371),0.071557430472159,0.000198796053932
1560,54,row-ijpe.bme4~c49p,rv-8idf.spyq_b8a6,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1602,Brownsville,Brwnsvl,0,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),25719.2933705,2.860121688287184,67987067,02/13/2026 11:23:00 PM,02/12/2026 06:09:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),WC3,RESIDENTIAL BUILDING,11212,824 ROCKAWAY AVENUE,ROCKAWAY AVENUE,RIVERDALE AVE,NEWPORT ST,ROCKAWAY AVENUE,NEWPORT STREET,ADDRESS,BROOKLYN,BLAKE AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,16 BROOKLYN,41,Precinct 73,3036020001,BROOKLYN,1009714,179666,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.659781759660000,-73.908220656219996,POINT (-73.908220656222 40.659781759664),0.080792324523291,0.000304583438234
2009,55,row-wung-33xm.bq7t,rv-yuyx_7fys-gwyx,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1701,East Flatbush-Erasmus,EFb_Ersms,0,BK17,BK17 East Flatbush (CD 17 Approximation),21908.3882089,1.836784598307014,67985076,02/13/2026 08:58:01 PM,02/12/2026 01:32:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,11226,155 LINDEN BOULEVARD,LINDEN BOULEVARD,CORTELYOU RD,CLARENDON RD,NOSTRAND AVENUE,AVENUE D,ADDRESS,BROOKLYN,NEW YORK AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,17 BROOKLYN,40,Precinct 67,3050840061,BROOKLYN,997199,176989,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.652461128589998,-73.953333327289997,POINT (-73.953333327286 40.652461128591),0.068070578740623,0.000195560297786
1037,56,row-mp7z_jqzu.psup,rv-d2b9-rykx.dnvq,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1702,East Flatbush-Farragut,EFb_Frrgt,0,BK17,BK17 East Flatbush (CD 17 Approximation),23276.2088229,2.240999410138110,67980073,02/13/2026 07:44:00 PM,02/13/2026 03:25:48 PM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),WA1,RESIDENTIAL BUILDING,11203,734 EAST   52 STREET,EAST   52 STREET,CLARENDON RD,AVENUE D,EAST 38 STREET,FARRAGUT ROAD,ADDRESS,BROOKLYN,FARRAGUT ROAD,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/12/2026 12:00:00 AM,17 BROOKLYN,45,Precinct 67,3047720041,BROOKLYN,1004378,173427,PHONE,Unspecified,BROOKLYN,,,,,,,,40.642670805089999,-73.927471694260007,POINT (-73.927471694257 40.642670805088),0.074459494193801,0.000238563474726
1340,57,row-3ax6-yjgb-qrs6,rv-a8pc-buck_keb9,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1703,East Flatbush-Rugby,EFb_Rgby,0,BK17,BK17 East Flatbush (CD 17 Approximation),31994.4946123,2.527450561203353,67988470,02/13/2026 11:02:00 PM,02/13/2026 12:46:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),SC,RESIDENTIAL BUILDING,11212,149 REMSEN AVENUE,REMSEN AVENUE,RUTLAND RD,E 53 ST,EAST 46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,N/A,Open,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 12:46:00 PM,17 BROOKLYN,41,Precinct 67,3046090070,BROOKLYN,1004105,179890,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.660410944059997,-73.928436383610006,POINT (-73.928436383612 40.660410944056),0.101582010454468,0.000269106584980
1607,58,row-rpgm~itzs~p222,rv-qyic-24k5~2uhk,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1704,East Flatbush-Remsen Village,EFb_RmsnVl,0,BK17,BK17 East Flatbush (CD 17 Approximation),22056.7575308,1.708558797489589,67980816,02/13/2026 01:48:42 PM,02/13/2026 01:58:34 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO HOT WATER,RESIDENTIAL BUILDING,11212,319 EAST   91 STREET,EAST   91 STREET,RUTLAND RD,WINTHROP ST,EAST 92 STREET,EAST 93 STREET,ADDRESS,BROOKLYN,AVENUE A,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,17 BROOKLYN,41,Precinct 67,3046460066,BROOKLYN,1005382,178820,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.657471074870003,-73.923837032530002,POINT (-73.923837032534 40.657471074871),0.068754116738089,0.000181928822346
4,59,row-aww6_yvby.jvdj,rv-qymv.agjm~imcp,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1771,Holy Cross Cemetery,HlyCrssCem,7,BK17,BK17 East Flatbush (CD 17 Approximation),9226.10042944,0.397307543964630,67137113,12/10/2025 02:04:51 PM,12/11/2025 11:25:00 AM,DOT,Department of Transportation,Street Condition,Pothole,WA4,,11203,4012 SNYDER AVENUE,SNYDER AVENUE,ALBANY AVENUE,EAST   40 STREET,BROOKLYN AVENUE,TILDEN AVENUE,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,12/11/2025 11:25:00 AM,17 BROOKLYN,45,Precinct 67,3049220001,BROOKLYN,1001010,175919,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.649517819209997,-73.939601594280006,POINT (-73.939601594284 40.649517819211),0.030341812245119,0.000042299887033
1762,60,row-qrgk~be82_str4,rv-arhg~h8xf-g5rw,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1801,Flatlands,Fltlnds,0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),40597.2778136,5.048084684212651,67983956,02/13/2026 06:52:11 PM,02/13/2026 03:17:00 PM,DOT,Department of Transportation,Street Condition,Cave-in,N/A,Street,11234,AVENUE R,AVENUE R,AVENUE R,FLATBUSH AVENUE,AVENUE R,FLATBUSH AVENUE,INTERSECTION,BROOKLYN,EAST 37 STREET,N/A,In Progress,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 03:17:00 PM,18 BROOKLYN,46,Precinct 63,3078930062,BROOKLYN,1003712,163817,PHONE,Unspecified,BROOKLYN,,,,,,,,40.616294879160002,-73.929899238519994,POINT (-73.929899238522 40.616294879156),0.124890899644213,0.000537287107474
1334,61,row-7pwd~cewv~zadi,rv-kfw5-bdh3.kn8q,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1802,Marine Park-Mill Basin-Bergen Beach,MrnPk_MBsn,0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),76294.7299278,5.469318441597257,67988488,02/13/2026 09:23:00 PM,02/12/2026 07:42:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),WC2,Street,11234,1514 EAST   37 STREET,EAST   37 STREET,FLATLANDS AVE,AVENUE P,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST 66 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,18 BROOKLYN,45,Precinct 63,3076980049,BROOKLYN,1001092,164455,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.618051424039997,-73.939334700350003,POINT (-73.939334700348 40.618051424038),0.239877498593400,0.000582023702320
1902,62,row-38mm_9mrb~us78,rv-6kgr-7j7m~5mu4,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1803,Canarsie,Cnrsie,0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),43865.676115,6.552781866946321,67984252,02/13/2026 11:14:00 PM,02/13/2026 03:38:43 PM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),WA1,Street,11236,1268 EAST 88 STREET,EAST 88 STREET,AVENUE L,AVENUE M,EAST 83 STREET,FOSTER AVENUE,INTERSECTION,BROOKLYN,EAST 88 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,18 BROOKLYN,42,Precinct 69,3080660066,BROOKLYN,1007390,173166,PHONE,Unspecified,BROOKLYN,,,,,,,,40.641947059190002,-73.916619293880004,POINT (-73.916619293877 40.641947059192),0.134641401585612,0.000697572332795
21,63,row-bsmj-rxqj_z55h,rv-2dee_z4wd~y9v8,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1891,Marine Park-Plumb Island,MrnPk_PIsl,9,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),95715.5508412,4.042143326211217,67943370,02/11/2026 05:27:27 PM,02/07/2026 02:23:22 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,N/A,Street,11234,FLATBUSH AVENUE,FLATBUSH AVENUE,FLATBUSH AVENUE,BELT PARKWAY,FLATBUSH AVENUE,BELT PARKWAY,INTERSECTION,BROOKLYN,,N/A,In Progress,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,02/07/2026 12:00:00 AM,18 BROOKLYN,46,Precinct 63,3085900600,BROOKLYN,1009834,156615,PHONE,Unspecified,BROOKLYN,,,,,,,,40.596511309690001,-73.907875519230004,POINT (-73.90787551923 40.596511309687),0.306935620859856,0.000430016667325
10,64,row-ti43-i8r6_qmw6,rv-pt3v-j8mb_takz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1892,McGuire Fields,McGrFlds,9,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),24718.5816775,0.983801966414360,67297700,12/26/2025 11:02:00 PM,12/26/2025 11:50:00 PM,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),SA3,Street,11234,AVENUE V,AVENUE V,AVENUE V,BERGEN AVENUE,BERGEN AVENUE,AVENUE V,INTERSECTION,BROOKLYN,SHORE PARKWAY,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",12/26/2025 11:50:00 PM,18 BROOKLYN,46,Precinct 63,3084700150,BROOKLYN,1011459,165379,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.620561838500002,-73.901988811769996,POINT (-73.901988811774 40.620561838501),0.078418703912333,0.000104688394663
14,65,row-b3ud.3dyt~2rs6,rv-em4i~dziw_m5xp,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK1893,Canarsie Park & Pier,CnrsiePk,9,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),24203.9926485,1.073225119949572,67871598,02/05/2026 12:48:27 PM,02/06/2026 12:50:00 PM,DOT,Department of Transportation,Street Condition,Pothole,N/A,Street,11236,EAST 89 STREET,EAST 89 STREET,EAST 89 STREET,SEAVIEW AVENUE,SHORE PARKWAY,ROCKAWAY PARKWAY,INTERSECTION,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,02/06/2026 12:50:00 PM,18 BROOKLYN,46,Precinct 69,,BROOKLYN,1015794,169122,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.630821205760000,-73.886355969839997,POINT (-73.886355969838 40.630821205765),0.077919961392787,0.000114233814001
62,66,row-i5xu_awqf_a48q,rv-7iec~2d7b~e6vy,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK5591,Prospect Park,PrspctPk,9,BK55,BK55 Prospect Park (JIA 55 Approximation),24199.6253408,2.538859631873218,67872408,02/06/2026 07:00:10 AM,02/12/2026 08:49:06 AM,DOT,Department of Transportation,Street Condition,Cave-in,N/A,Street,11226,PARADE PLACE,PARADE PLACE,PARADE PLACE,PARKSIDE AVENUE,PARADE PLACE,PARKSIDE AVENUE,INTERSECTION,BROOKLYN,BROOKLYN MUSEUM,N/A,Closed,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,02/12/2026 08:49:09 AM,14 BROOKLYN,40,Precinct 70,3011170001,BROOKLYN,993625,177253,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.653190255879998,-73.966213234359998,POINT (-73.966213234359 40.653190255883),0.074332688411252,0.000270361464801
11,67,row-xtcj.d8s2~by2r,rv-ydwp~294k_rwbr,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK5691,Barren Island-Floyd Bennett Field,BrrnIsl,9,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),44394.1592881,5.079594169026062,67857577,02/05/2026 06:32:00 AM,02/05/2026 06:32:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),WC2,,11234,2863 FLATBUSH AVENUE,FLATBUSH AVENUE,HENDRICKSON PL,BELT PARKWAY EXIT 11 NORTH   WB,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/05/2026 06:32:00 AM,18 BROOKLYN,46,Precinct 63,3085910150,BROOKLYN,1008147,158599,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.601961694689997,-73.913943152700000,POINT (-73.9139431527 40.601961694689),0.141920633399547,0.000540377335387
0,68,row-27gj-i4hi.tcf5,rv-a3zx~u4mp~bd47,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK5692,Jamaica Bay (West),JmcaBy_W,9,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),136901.84044,3.693157969741982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.431862476733704,0.000392984177038
0,69,row-uf5c-xpt5.hbin,rv-mngz-2f7p.rqd8,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,3,Brooklyn,047,BK5693,Shirley Chisholm State Park,ShChshlmPk,9,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),26521.9177648,1.698705817132086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083078446856301,0.000180850604860
2559,70,row-c82n.ij4t-897s,rv-eqsp_cxj7.8eik,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0101,Mott Haven-Port Morris,MttHvn,0,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),29217.4141239,3.806730200512186,67988491,02/13/2026 12:26:00 PM,02/13/2026 12:54:47 PM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),WC1,RESIDENTIAL BUILDING,10454,704 SAINT MARY STREET,SAINT MARY STREET,POWERS AVE,JACKSON AVE,BROOK AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,01 BRONX,8,Precinct 40,2025720063,BRONX,1008865,234000,PHONE,Unspecified,BRONX,,,,,,,,40.808917491620001,-73.911081898630002,POINT (-73.911081898635 40.808917491624),0.093226094583980,0.000406252500602
1724,71,row-f4cd.3irn.6ib4,rv-j9ep-rgfr_4z5q,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0102,Melrose,Mlrs,0,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),19589.1961548,1.604621725629836,67986195,02/13/2026 06:49:25 PM,02/13/2026 06:22:03 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,MULTIPLE ROOMS OR AREAS,RESIDENTIAL BUILDING,10455,520 EAST  156 STREET,EAST  156 STREET,BERGEN AVENUE,BROOK AVENUE,WESTCHESTER AVENUE,EAST 149 STREET,ADDRESS,BRONX,BERGEN AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,01 BRONX,17,Precinct 40,2023590210,BRONX,1008841,237823,ONLINE,Unspecified,BRONX,,,,,,,,40.819410620260001,-73.911154588269994,POINT (-73.911154588273 40.819410620257),0.064349029352803,0.000171271776922
1039,72,row-y7q8~abpa-59yt,rv-j9yw.98hc.atky,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0201,Hunts Point,HntsPt,0,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),37438.1262456,4.183205207764383,67975191,02/12/2026 05:26:35 PM,02/13/2026 08:22:24 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10474,1119 LONGWOOD AVENUE,LONGWOOD AVENUE,OAK POINT AVE,LEGGETT AVE,LAFAYETTE AVENUE,MANIDA STREET,ADDRESS,BRONX,FAILE STREET,N/A,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,02/13/2026 12:00:00 AM,02 BRONX,17,Precinct 41,2027370079,BRONX,1013714,236125,ONLINE,Unspecified,BRONX,,,,,,,,40.814735180489997,-73.893556280609999,POINT (-73.893556280614 40.81473518049),0.118515540755845,0.000446451837788
1791,73,row-wa3g_ysp5.7e58,rv-vv8v-y8ad-2xsh,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0202,Longwood,Lngwd,0,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),21730.0007468,1.430416115718412,67983772,02/13/2026 12:26:00 PM,02/13/2026 02:09:52 PM,DEP,Department of Environmental Protection,Water System,No Water (WNW),WNW,RESIDENTIAL BUILDING,10459,1052 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ALDUS ST,WESTCHESTER AVE,PROSPECT AVENUE,HEWITT PLACE,ADDRESS,BRONX,LONGWOOD AVENUE,N/A,Open,,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,02/13/2026 12:00:00 AM,02 BRONX,17,Precinct 41,2027430117,BRONX,1014172,239612,PHONE,Unspecified,BRONX,,,,,,,,40.824304466439997,-73.891886131380005,POINT (-73.891886131381 40.824304466438),0.067862005660244,0.000152683811048
0,74,row-k792-4d4r.4vmb,rv-estb_b7k7.d7w6,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0291,North & South Brother Islands,BrthrIsls,9,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),7178.42290043,0.086461200041585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022169034416266,0.000009226011633
1784,75,row-ws9g-xw63.55dw,rv-bi6g_r46m~9u6c,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0301,Morrisania,Mrrsnia,0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),21889.2140046,1.283127956409124,67986469,02/13/2026 06:20:34 PM,02/13/2026 04:58:31 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10456,1426 BOSTON ROAD,BOSTON ROAD,TINTON AVE,UNION AVE,BROOK AVENUE,EAST 161 STREET,ADDRESS,BRONX,3 AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,03 BRONX,17,Precinct 42,2029620030,BRONX,1012773,242863,ONLINE,Unspecified,BRONX,,,,,,,,40.833232154110000,-73.896927157590000,POINT (-73.896927157593 40.833232154113),0.070415839697081,0.000136975014605
688,76,row-n7ii_s5r8_e5p7,rv-hgmx-rwcz-7fpq,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0302,Claremont Village-Claremont (East),ClrmntVlg,0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),16428.0643992,0.928889737240658,67986448,02/13/2026 09:28:27 PM,02/11/2026 07:38:42 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,FAUCET BROKEN/MISSING/LEAKING,RESIDENTIAL BUILDING,10457,1581 FULTON AVENUE,FULTON AVENUE,CROTONA PARK S,E 171 ST,CLAREMONT PARKWAY,PARK AVENUE,ADDRESS,BRONX,3 AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,03 BRONX,15,Precinct 42,2029290031,BRONX,1012043,244749,PHONE,Unspecified,BRONX,,,,,,,,40.838411002740003,-73.899557322939998,POINT (-73.899557322943 40.838411002741),0.050651316093995,0.000099174921994
1659,77,row-fj8x-vhcc~azyx,rv-ier2_pn8a~6h5i,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0303,Crotona Park East,CrtnaPkEst,0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),20755.0573084,1.484496601729943,67980817,02/13/2026 09:56:52 PM,02/12/2026 05:55:18 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10459,1330 CHISHOLM STREET,CHISHOLM STREET,EAST 173 STREET,CROTONA PARK NORTH,EAST 173 STREET,CROTONA PARK NORTH,ADDRESS,BRONX,CROTONA PARK EAST,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,03 BRONX,17,Precinct 42,2029720024,BRONX,1013118,242062,ONLINE,Unspecified,BRONX,,,,,,,,40.831032519990003,-73.895683888009998,POINT (-73.895683888014 40.831032519988),0.064642717956930,0.000158482690379
21,78,row-yn6w_5k3n~g5u8,rv-2srq~q4d5.69vz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,2,Bronx,005,BX0391,Crotona Park,CrtnaPk,9,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),11725.2460281,0.588989195941252,67786145,01/30/2026 05:41:00 PM,01/30/2026 05:45:00 PM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),WA1,Street,10457,1720 CROTONA AVENUE,CROTONA AVENUE,CLAREMONT PKWY,CROTONA PARK N,CROTONA AVENUE,CLAREMONT PARKWAY,INTERSECTION,BRONX,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,01/30/2026 05:45:00 PM,03 BRONX,15,Precinct 42,2029420001,BRONX,1012550,244046,PHONE,Unspecified,BRONX,,,,,,,,40.836479862710000,-73.897728015170003,POINT (-73.897728015165 40.836479862706),0.037792355983421,0.000062885614029
